full_name,description,stars,forks,language,url,year,last_updated
radhikaa027/Agentic-AI-Mini-Projects,"A collection of small-scale projects exploring Agentic AI — building intelligent, collaborative, and autonomous LLM-powered agents for research, automation, and creativity.",0,0,Python,https://github.com/radhikaa027/Agentic-AI-Mini-Projects,2025,2025-10-31T05:19:31+00:00
justQrius/AI_in_Production,A comprehensive collection of AI/ML experiments and production-ready implementations exploring the full spectrum of modern LLM engineering - from foundational concepts to deploying autonomous multi-agent systems.,0,0,Python,https://github.com/justQrius/AI_in_Production,2025,2025-11-28T02:12:45+00:00
alimirza093/Agentic-AI-Projects,"A collection of hands-on projects exploring Agentic AI systems — autonomous agents, intelligent workflows, LLM-powered decision loops, and practical applications using Python, FastAPI, LangChain, OpenAI, and more.",0,0,Python,https://github.com/alimirza093/Agentic-AI-Projects,2025,2025-06-25T12:17:41+00:00
adrianwedd/Agentic-Index,"Agentic Index, the definitive, developer-focused catalogue of autonomous AI tooling. Here you’ll find scored and curated repositories that power LLM agents, multi-agent systems, RAG pipelines, devtools, and more",1,0,Python,https://github.com/adrianwedd/Agentic-Index,2025,2025-08-05T07:10:25+00:00
mscbuild/ai-local-agents,"A collection of intelligent AI agents built using Ollama, LangChain, and local LLMs, including chatbots, voice assistants, web scrapers, document readers, and specialized tools. No API required. Fully autonomous and privacy-preserving.",1,0,Python,https://github.com/mscbuild/ai-local-agents,2025,2025-10-19T08:35:36+00:00
Joe-ElM/AI-Engineering-Portfolio,"A curated collection of hands-on AI engineering projects developed during my Turing College program featuring LLM apps, autonomous agents, financial tools, and a capstone solution using LangChain, LangGraph, OpenAI, and Streamlit.",1,0,Python,https://github.com/Joe-ElM/AI-Engineering-Portfolio,2025,2025-07-29T07:21:55+00:00
Chetana-05/-Web-Navigator-AI-Agent,"Web Navigator AI Agent autonomously interprets user instructions, browses websites, and extracts structured information using local LLMs and browser automation. The agent streamlines complex web tasks such as searching, filtering, and data collection for enhanced developer productivity.",0,0,Python,https://github.com/Chetana-05/-Web-Navigator-AI-Agent,2025,2025-09-28T14:47:50+00:00
Chetana-05/Web-Navigator-AI-Agent,"Web Navigator AI Agent autonomously interprets user instructions, browses websites, and extracts structured information using local LLMs and browser automation. The agent streamlines complex web tasks such as searching, filtering, and data collection for enhanced developer productivity.",0,0,Python,https://github.com/Chetana-05/Web-Navigator-AI-Agent,2025,2025-10-01T07:20:59+00:00
ayushGit2711/Gen-AI-Agentic-AI,"A curated collection of projects exploring Generative AI (GenAI) and LLMs with a focus on building Agentic AI systems. Includes tools, workflows, and experiments to develop autonomous agents capable of reasoning, planning, and interacting with real-world environments.          Ask ChatGPT",1,0,Python,https://github.com/ayushGit2711/Gen-AI-Agentic-AI,2025,2025-08-03T16:29:10+00:00
samgwise/multi-agent-page-sorter,Coordinates multiple LLMs to sort an unordered collection of pages.,1,0,Python,https://github.com/samgwise/multi-agent-page-sorter,2025,2025-06-13T02:21:51+00:00
maheshmnair1995/llm-lab,"A collection of hands-on projects exploring LLMs, multi-agent systems, RAG, and multimodal AI applications.",0,0,Python,https://github.com/maheshmnair1995/llm-lab,2025,2025-10-24T07:41:58+00:00
msr16/llm-apps,"A curated collection of Awesome LLM apps built with RAG, AI Agents, Multi-agent Teams, MCP, Voice Agents, and more.",0,0,Python,https://github.com/msr16/llm-apps,2025,2025-11-18T16:18:17+00:00
gokhaneraslan/multi-agent-systems,"🤖 Collection of AI agents for web search, RAG, and multi-agent collaboration. Features phi-agent + Groq integration, Ollama support, DuckDuckGo/Google search, web scraping, and local knowledge base querying with vector embeddings.",0,0,Python,https://github.com/gokhaneraslan/multi-agent-systems,2025,2025-06-07T14:07:49+00:00
ambicuity/Awesome-LLM-AI-Agent,"A curated collection of LLM applications and tutorials covering RAG (Retrieval-Augmented Generation), AI agents, multi-agent teams, voice agents, MCP (Model Context Protocol), and more.",1,0,Python,https://github.com/ambicuity/Awesome-LLM-AI-Agent,2025,2025-09-01T19:06:58+00:00
fearnworks/ai_agents,A collection of patterns for experimenting with large language models and generative agents,6,0,Python,https://github.com/fearnworks/ai_agents,2023,2023-07-03T14:26:07+00:00
jstaufenberg/Collection-1,Large Language Models: Agents & Evaluations,0,0,Python,https://github.com/jstaufenberg/Collection-1,2025,2025-03-22T00:08:14+00:00
MJKeo/LLM-Learnings,"A collection of mini-projects I make while following the ""LLM Engineering: Master AI, Large Language Models & Agents"" course",0,0,Python,https://github.com/MJKeo/LLM-Learnings,2025,2025-10-08T02:22:50+00:00
RajalakshmiMadhavan/ai-agents-hub,"Developing AI Agents is a collection of experiments, tools, and applications that showcase how to build intelligent agents powered by Large Language Models (LLMs) such as Ollama, GPT, and other open-source models.",0,0,Python,https://github.com/RajalakshmiMadhavan/ai-agents-hub,2025,2025-09-21T06:04:10+00:00
EphraimMagopa/rag-agentic-ai-project1,"Retrieval-Augmented Generation (RAG) AI assistant combining LangChain, vector embeddings, and large language models (OpenAI, Groq, Google Gemini) to deliver context-aware, conversational answers based on custom document collections. Includes vector search, prompt templates, conversational memory, and a modular design for extensibility.",0,1,Python,https://github.com/EphraimMagopa/rag-agentic-ai-project1,2025,2025-11-17T09:46:15+00:00
johnturner108/dst-agent-brain,"DST Agent is an intelligent game agent system that integrates Large Language Model (LLM) to automatically execute various in-game tasks, including resource collection, tool crafting, survival strategies, and more. The system adopts a modular design with two main components: a game mod and an AI server.",1,0,Python,https://github.com/johnturner108/dst-agent-brain,2025,2025-08-10T05:54:24+00:00
Dasha0205/llm_projects,"Collection of hands-on mini-projects from the LLM Engineering: Master AI, Large Language Models & Agents Udemy course. Each project explores core LLM concepts like RAG, LoRA, synthetic data generation, prompt engineering, and agent design.",0,0,Python,https://github.com/Dasha0205/llm_projects,2025,2025-07-10T18:18:19+00:00
manitejagaddam/LLM-Projects,"LLMProjects contains a comprehensive collection of projects ranging from foundational transformer models to the latest AI agents, showcasing implementations, experiments, and cutting-edge developments in large language models.",1,0,Python,https://github.com/manitejagaddam/LLM-Projects,2025,2025-08-27T10:16:53+00:00
thepratikguptaa/prompt-injection,"This repository serves as a comprehensive resource for understanding and demonstrating Prompt Injection attacks against Large Language Models (LLMs) and AI agents. It includes practical Python demonstrations, detailed explanations, and a curated list of relevant research papers.",1,0,Python,https://github.com/thepratikguptaa/prompt-injection,2025,2025-11-03T11:40:18+00:00
GharbiW/Autogenstudio,"This repository showcases hands-on projects using AutoGenStudio to simulate a marketing agency with multi-agent Large Language Models (LLMs). It includes detailed workflows, essential skills, and a collection of useful tools designed to streamline digital marketing tasks. ",0,0,Python,https://github.com/GharbiW/Autogenstudio,2025,2025-01-22T18:28:55+00:00
KELVINNDIRANGU/MentalHealth_AI_Project2,"The Mental Health AI Agent is a conversational assistant that provides users with mental health support grounded in verified psychological practices and curated content. It leverages large language models and retrieval-augmented generation (RAG) to deliver accurate, contextual responses tailored to mental wellness topics such as stress, burnout etc",0,0,Python,https://github.com/KELVINNDIRANGU/MentalHealth_AI_Project2,2025,2025-09-30T09:33:52+00:00
